id_be,id_be_akz,handelsname,pharmazeutischer_unternehmer,therapiegebiet,therapiegebiet_atc,therapeutisches_gebiet_text,orphan_drug,atmp,pat_gr_id,wirkstoff_inn,datum_beschluss,patientengruppe,zn_ausmass,zn_wahrscheinlichkeit,zvt_best,quelle_url
1237,2025-05-01-D-1199,Augtyro,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,2244,Repotrectinib,2025-10-16,"Erwachsene mit ROS1-positivem, fortgeschrittenem oder metastasiertem nicht-kleinzelligen Lungenkarzinom (NSCLC); Vorbehandlung mit einem ROS1-Inhibitor und mit einer PD-L1-Expression < 50 %",Kein Zusatznutzen belegt,,"Pembrolizumab in Kombination mit Pemetrexed und platinhaltiger Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Atezolizumab als Monotherapie (nur für Patientinnen und Patienten mit einer PD-L1-Expression ≥ 10 % bei tumorinfiltrierenden Immunzellen) oder Atezolizumab in Kombination mit Bevacizumab, Paclitaxel und Carboplatin (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Atezolizumab in Kombination mit nab-Paclitaxel und Carboplatin (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Nivolumab in Kombination mit Ipilimumab und 2 Zyklen platinbasierter Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Durvalumab in Kombination mit Tremelimumab und einer platinbasierten Chemotherapie (nur für Patientinnen und Patienten mit ECOG PS 0-1) oder Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie (nur für Patientinnen und Patienten mit ECOG PS 2) oder Carboplatin in Kombination mit nab-Paclitaxel (nur für Patientinnen und Patienten mit ECOG PS 2)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1205/
1238,2025-03-01-D-1168,Inrebic,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Hämatologie,Chronisch myeloproliferative Erkrankungen (onkologische Erkrankungen),True,False,2213,Fedratinib,2025-08-21,"Erwachsene mit primärer Myelofibrose, Post-Polycythaemia Vera-Myelofibrose oder Post-Essentielle Thrombozythämie-Myelofibrose, die mit Ruxolitinib behandelt wurden, zur Behandlung krankheitsbedingter Splenomegalie oder Symptome",Nicht quantifizierbar,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1188/
1239,2025-05-01-D-1198,Augtyro,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Onkologie,Solide Tumore (onkologische Erkrankungen),False,False,2215,Repotrectinib,2025-10-16,"Erwachsene und Jugendliche ab einem Alter von 12 Jahren mit fortgeschrittenen soliden Tumoren, die eine neurotrophe Tyrosinrezeptorkinase (NTRK)-Genfusion aufweisen und die zuvor keinen NTRK-Inhibitor erhalten haben und Therapieoptionen, die nicht auf NTRK abzielen, einen begrenzten klinischen Nutzen bieten oder ausgeschöpft sind",Kein Zusatznutzen belegt,,Individualisierte Therapie unter Auswahl von − Larotrectinib − Entrectinib − Best-Supportive-Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1204/
1239,2025-05-01-D-1198,Augtyro,Bristol-Myers Squibb GmbH & Co. KGaA,onkologische Erkrankungen,Onkologie,Solide Tumore (onkologische Erkrankungen),False,False,2249,Repotrectinib,2025-10-16,"Erwachsene und Jugendliche ab einem Alter von 12 Jahren mit fortgeschrittenen soliden Tumoren, die eine neurotrophe Tyrosinrezeptorkinase (NTRK)-Genfusion aufweisen und die zuvor einen NTRK-Inhibitor erhalten haben",Kein Zusatznutzen belegt,,Best Supportive Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1204/
1240,2025-05-01-D-1190,Enhertu,Daiichi Sankyo Deutschland GmbH,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,2216,Trastuzumab deruxtecan,2025-10-16,"Erwachsene mit inoperablem oder metastasiertem, Hormonrezeptor (HR)-positivem, HER2-low oder HER2-ultralow Brustkrebs, die mindestens eine endokrine Therapie in der metastasierten Situation erhalten haben und die nicht für eine endokrine Therapie als nächste Therapielinie in Frage kommen",Gering,Anhaltspunkt,"Doxorubicin oder Doxorubicin liposomal (kommt nur für Patientinnen infrage) oder Epirubicin oder Docetaxel (kommt nur für Patientinnen infrage) oder Paclitaxel (kommt nur für Patientinnen, bei denen eine Anthrazyklin-haltige systemische Therapie nicht infrage kommt, infrage) oder nab-Paclitaxel (kommt nur für Patientinnen, bei denen eine Anthrazyklin-haltige systemische Therapie nicht infrage kommt, infrage) oder Capecitabin (kommt nur für Patientinnen und Patienten, bei denen eine Anthrazyklin- und Taxan-haltige Therapie versagt hat oder eine weitere Anthrazyklinbehandlung nicht infrage kommt, infrage) oder Vinorelbin (kommt nur für Patientinnen und Patienten, bei denen eine Anthrazyklin- oder Taxan-haltige systemische Therapie nicht infrage kommt, infrage)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1202/
1241,2025-05-01-D-1144,Wainzua,AstraZeneca GmbH,Stoffwechselkrankheiten,Neurologie,hereditäre Amyloidose mit Polyneuropathie (Stoffwechselkrankheiten),False,False,2217,Eplontersen,2025-10-16,Erwachsene mit hereditärer Transthyretin-Amyloidose mit Polyneuropathie der Stadien 1 oder 2,Kein Zusatznutzen belegt,,Vutrisiran,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1209/
1242,2025-05-01-D-1194,Kaftrio,Vertex Pharmaceuticals (Germany) GmbH,Stoffwechselkrankheiten,,Zystische Fibrose (Stoffwechselkrankheiten),True,False,2218,Ivacaftor/Tezacaftor/Elexacaftor,2025-10-16,"Erwachsene mit zystischer Fibrose, die mindestens eine Nicht-Klasse-I-Mutation, die keine F508del-Mutation und keine Gating-Mutation ist, im CFTR-Gen aufweisen.",Erheblich,Anhaltspunkt,Best-Supportive-Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1215/
1242,2025-05-01-D-1194,Kaftrio,Vertex Pharmaceuticals (Germany) GmbH,Stoffwechselkrankheiten,,Zystische Fibrose (Stoffwechselkrankheiten),True,False,2245,Ivacaftor/Tezacaftor/Elexacaftor,2025-10-16,"Kinder und Jugendliche im Alter von ≥ 6 bis < 18 Jahren mit zystischer Fibrose, die mindestens eine Nicht-Klasse-I-Mutation, die keine F508del-Mutation und keine Gating-Mutation ist, im CFTR-Gen aufweisen.",Beträchtlich,Anhaltspunkt,Best-Supportive-Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1215/
1242,2025-05-01-D-1194,Kaftrio,Vertex Pharmaceuticals (Germany) GmbH,Stoffwechselkrankheiten,,Zystische Fibrose (Stoffwechselkrankheiten),True,False,2246,Ivacaftor/Tezacaftor/Elexacaftor,2025-10-16,"Kinder im Alter von ≥ 2 bis < 6 Jahren mit zystischer Fibrose, die mindestens eine Nicht-Klasse-I-Mutation, die keine F508del-Mutation und keine Gating-Mutation ist, im CFTR-Gen aufweisen.",Nicht quantifizierbar,Anhaltspunkt,Best-Supportive-Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1215/
1243,2025-05-01-D-1195,Kaftrio,Vertex Pharmaceuticals (Germany) GmbH,Stoffwechselkrankheiten,,Zystische Fibrose (Stoffwechselkrankheiten),True,False,2219,Ivacaftor/Tezacaftor/Elexacaftor,2025-10-16,"Erwachsene, Jugendliche und Kinder ab einem Alter von 2 Jahren mit zystischer Fibrose,  die mindestens eine Nicht-Klasse-I-Mutation , die eine Gating-Mutation und die keine F508del-Mutation ist, im CFTR-Gen aufweisen",Kein Zusatznutzen belegt,,Ivacaftor,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1216/#zugehoerige-verfahren
1245,2025-03-01-D-1179,Blincyto,Amgen GmbH,onkologische Erkrankungen,Onkologie,akute lymphatische Leukämie (onkologische Erkrankungen),True,False,2221,Blinatumomab,2025-08-21,"Erwachsene mit neu diagnostizierter Philadelphia-Chromosom-negativer, CD19-positiver B-Zell-Vorläufer-ALL; Konsolidierungstherapie",Beträchtlich,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1186/
1247,2025-05-15-D-1207,Columvi,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,DLBCL (onkologische Erkrankungen),False,False,2224,Glofitamab,2025-11-06,"Erwachsene mit rezidiviertem oder refraktärem diffus großzelligem B-Zell-Lymphom (DLBCL) nach mindestens zwei vorherigen systemischen Therapien, die für eine CAR-T-Zelltherapie oder Stammzelltransplantation infrage kommen",Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von − Tisagenlecleucel, − Axicabtagen-Ciloleucel, − Lisocabtagen maraleucel, − einer Induktionstherapie mit • R-GDP (Rituximab, Gemcitabin, Dexamethason, Cisplatin) oder • R-DHAP (Rituximab, Dexamethason, Cisplatin, Cytarabin) oder • R-ICE (Rituximab, Ifosfamid, Carboplatin, Etoposid) gefolgt von einer Hochdosistherapie mit autologer Stammzelltransplantation bei Ansprechen auf die Induktionstherapie und − einer Induktionstherapie mit • R-GDP (Rituximab, Gemcitabin, Dexamethason, Cisplatin) oder • R-DHAP (Rituximab, Dexamethason, Cisplatin, Cytarabin) oder • R-ICE (Rituximab, Ifosfamid, Carboplatin, Etoposid) gefolgt von einer Hochdosistherapie mit allogener Stammzelltransplantation bei Ansprechen auf die Induktionstherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1221/
1247,2025-05-15-D-1207,Columvi,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,DLBCL (onkologische Erkrankungen),False,False,2255,Glofitamab,2025-11-06,"Erwachsene mit rezidiviertem oder refraktärem diffus großzelligem B-Zell-Lymphom (DLBCL) nach mindestens zwei vorherigen systemischen Therapien, die für eine CAR-T-Zelltherapie und Stammzelltransplantation nicht infrage kommen",Kein Zusatznutzen belegt,,− Polatuzumab Vedotin in Kombination mit Bendamustin und Rituximab oder − Tafasitamab in Kombination mit Lenalidomid,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1221/
1248,2025-05-15-D-1206,Columvi,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,Diffus großzelliges B-Zell-Lymphom (DLBCL) (onkologische Erkrankungen),False,False,2225,Glofitamab,2025-11-06,"Erwachsene mit rezidiviertem oder refraktärem diffusem großzelligem B Zell Lymphom, das nicht anderweitig spezifiziert ist (DLBCL NOS, not otherwise specified), die nicht für eine autologe Stammzelltransplantation (ASCT) geeignet sind, nach Versagen einer Linie systemischer Therapie",Kein Zusatznutzen belegt,,- Tafasitamab in Kombination mit Lenalidomid oder - Polatuzumab Vedotin in Kombination mit Bendamustin und Rituximab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1220/
1248,2025-05-15-D-1206,Columvi,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,Diffus großzelliges B-Zell-Lymphom (DLBCL) (onkologische Erkrankungen),False,False,2273,Glofitamab,2025-11-06,"Erwachsene mit rezidiviertem oder refraktärem diffusem großzelligem B Zell Lymphom, das nicht anderweitig spezifiziert ist (DLBCL NOS, not otherwise specified), die nicht für eine autologe Stammzelltransplantation (ASCT) geeignet sind und die für eine CAR-T-Zelltherapie oder eine allogene hämatopoetische Stammzell-transplantation infrage kommen, nach Versagen von zwei oder mehr Linien systemischer Therapie",Kein Zusatznutzen belegt,,"Eine individualisierte Therapie unter Auswahl von • Tisagenlecleucel, 3 • Axicabtagen ciloleucel, • Lisocabtagen maraleucel und • einer Induktionstherapie mit o R-GDP (Rituximab, Gemcitabin, Dexamethason, Cisplatin) oder o R-DHAP (Rituximab, Dexamethason, Cisplatin, Cytarabin) oder o R-ICE (Rituximab, Ifosfamid, Carboplatin, Etoposid) gefolgt von einer Hochdosistherapie mit allogener Stammzelltransplantation bei Ansprechen auf die Induktionstherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1220/
1248,2025-05-15-D-1206,Columvi,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,Diffus großzelliges B-Zell-Lymphom (DLBCL) (onkologische Erkrankungen),False,False,2274,Glofitamab,2025-11-06,"Erwachsene mit rezidiviertem oder refraktärem diffusem großzelligem B Zell Lymphom, das nicht anderweitig spezifiziert ist (DLBCL NOS, not otherwise specified), die nicht für eine CAR-T-Zelltherapie und eine hämatopoetische Stammzell-transplantation geeignet sind, nach Versagen von zwei oder mehr Linien systemischer Therapie",Kein Zusatznutzen belegt,,- Tafasitamab in Kombination mit Lenalidomid oder - Polatuzumab Vedotin in Kombination mit Bendamustin und Rituximab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1220/
1249,2025-05-15-D-1182,Rinvoq,AbbVie Deutschland GmbH & Co. KG,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Riesenzellarteriitis (Krankheiten des Muskel-Skelett-Systems),False,False,2226,Upadacitinib,2025-11-06,"Erwachsene mit Riesenzellarteriitis, die für eine alleinige Therapie mit Glukokortikoiden in Frage kommen",Gering,Anhaltspunkt,Eine Therapie mit systemischen Glukokortikoiden,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1217/
1249,2025-05-15-D-1182,Rinvoq,AbbVie Deutschland GmbH & Co. KG,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Riesenzellarteriitis (Krankheiten des Muskel-Skelett-Systems),False,False,2254,Upadacitinib,2025-11-06,"Erwachsene mit Riesenzellarteriitis, die für eine alleinige Glukokortikoid-Therapie nicht in Frage kommen",Kein Zusatznutzen belegt,,Eine Therapie mit systemischen Glukokortikoiden in Kombination mit Tocilizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1217/
1250,2025-04-01-D-1167,Beyonttra,Bayer Vital GmbH,Stoffwechselkrankheiten,Kardiologie,hereditäre Transthyretin-Amyloidose (Stoffwechselkrankheiten),False,False,2227,Acoramidis,2025-09-18,Erwachsene mit Wildtyp- oder hereditärer Transthyretin-Amyloidose mit Kardiomyopathie (ATTR-CM),Kein Zusatznutzen belegt,,Tafamidis,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1198/
1251,2025-04-01-D-1174,Welireg,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,2228,Belzutifan,2025-09-18,"Erwachsene mit fortgeschrittenem klarzelligen Nierenzellkarzinom nach zwei oder mehr Vortherapien, die einen PD-(L)1-Inhibitor und mindestens zwei VEGF-gerichtete Therapien umfassten",Gering,Anhaltspunkt,"Individualisierte Therapie unter Auswahl von – Axitinib, – Cabozantinib, – Everolimus, – Lenvatinib in Kombination mit Everolimus und –	Sunitinib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1195/
1251,2025-04-01-D-1174,Welireg,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,2253,Belzutifan,2025-09-18,"Erwachsene mit fortgeschrittenem klarzelligen Nierenzellkarzinom nach zwei oder mehr Vortherapien, die einen PD-(L)1-Inhibitor und mindestens zwei VEGF-gerichtete Therapien umfassten",Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von – Axitinib, – Cabozantinib, – Everolimus, – Lenvatinib in Kombination mit Everolimus und –	Sunitinib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1195/
1252,2025-04-01-D-1175,Welireg,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Hippel-Lindau-Syndrom (onkologische Erkrankungen),False,False,2229,Belzutifan,2025-09-18,"Erwachsene mit einem von Hippel-Lindau-Syndrom assoziierten Nierenzellkarzinom (RCC), Hämangioblastom des Zentralnervensystems (ZNS) oder neuroendokrinen Tumor der Bauchspeicheldrüse (pNET), für die lokale Therapien nicht infrage kommen und die eine Therapie benötigen",Kein Zusatznutzen belegt,,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1196/
1253,2025-06-01-D-1197,Scemblix,Novartis Pharma GmbH,onkologische Erkrankungen,Hämatologie,chronisch myeloische Leukämie (onkologische Erkrankungen),True,False,2231,Asciminib,2025-11-20,"Erwachsene mit Philadelphia-Chromosom-positiver chronischer myeloischer Leukämie in der chronischen Phase (Ph+ CML-CP), die zuvor mit zwei oder mehr Tyrosinkinase-Inhibitoren behandelt wurden, für die Bosutinib die patientenindividuell geeignete Therapie darstellt",Gering,Hinweis,"Individualisierte Therapie unter Auswahl von Nilotinib, - Dasatinib, - Bosutinib und - Ponatinib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1225/
1253,2025-06-01-D-1197,Scemblix,Novartis Pharma GmbH,onkologische Erkrankungen,Hämatologie,chronisch myeloische Leukämie (onkologische Erkrankungen),True,False,2280,Asciminib,2025-11-20,"Erwachsene mit Philadelphia-Chromosom-positiver chronischer myeloischer Leukämie in der chronischen Phase (Ph+ CML-CP), die zuvor mit zwei oder mehr Tyrosinkinase-Inhibitoren behandelt wurden, für die Nilotinib, Dasatinib oder Ponatinib die patientenindividuell geeignete Therapie darstellt",Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von Nilotinib, - Dasatinib, - Bosutinib und - Ponatinib",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1225/
1254,2025-06-01-D-1204,Retsevmo,Lilly Deutschland GmbH,onkologische Erkrankungen,Onkologie,Schilddrüsenkarzinom (onkologische Erkrankungen),False,False,2232,Selpercatinib,2025-11-20,"Erwachsene und Jugendliche ab 12 Jahren mit einem fortgeschrittenen medullären, RET Rezeptor-Tyrosinkinase (rearranged during transfection - RET) -mutierten Schilddrüsen-karzinom; Erstlinientherapie",Erheblich,Hinweis,− Vandetanib oder − Cabozantinib,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1223/
1255,2025-05-15-D-1184,Prevymis,MSD Sharp & Dohme GmbH,Infektionskrankheiten,Infektiologie,Cytomegalievirus-Infektion (Infektionskrankheiten),True,False,2233,Letermovir,2025-11-06,"CMV-seropositive Empfänger [R+] im Alter von 0 bis <18Jahren mit einem Körpergewicht von mindestens 5kg nach allogener hämatopoetischer Stammzelltransplantation, für die eine Prophylaxe einer Cytomegalievirus (CMV)-Reaktivierung und -Erkrankung angezeigt ist",Nicht quantifizierbar,Anhaltspunkt,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1218/
1256,2025-05-15-D-1185,Prevymis,MSD Sharp & Dohme GmbH,Infektionskrankheiten,Infektiologie,Cytomegalievirus-Infektion (Infektionskrankheiten),True,False,2234,Letermovir,2025-11-06,"CMV-seronegative Empfänger [R−] im Alter von 0 bis < 18 Jahren mit einem Körpergewicht von mindestens 40 kg nach Nierentransplantation von CMV-seropositiven Spendern [D+], für die eine Prophylaxe einer Cytomegalievirus (CMV)-Erkrankung angezeigt ist",Kein Zusatznutzen belegt,,Ganciclovir oder Valganciclovir,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1219/
1257,2025-04-15-D-1181,Jaypirca,Lilly Deutschland GmbH,onkologische Erkrankungen,Hämatologie,chronische lymphatische Leukämie (CLL) (onkologische Erkrankungen),False,False,2235,Pirtobrutinib,2025-10-02,"Erwachsene mit rezidivierter oder refraktärer chronischer lymphatischer Leukämie (CLL), die zuvor mit einem Bruton-Tyrosinkinase-Inhibitor (BTKi) und nicht mit einem B-Zell-Lymphom-2-(BCL-2)-Inhibitor behandelt wurden",Kein Zusatznutzen belegt,,Venetoclax in Kombination mit Rituximab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1199/
1257,2025-04-15-D-1181,Jaypirca,Lilly Deutschland GmbH,onkologische Erkrankungen,Hämatologie,chronische lymphatische Leukämie (CLL) (onkologische Erkrankungen),False,False,2237,Pirtobrutinib,2025-10-02,"b1) Erwachsene mit rezidivierter oder refraktärer chronischer lymphatischer Leukämie (CLL), die zuvor mit einem Bruton-Tyrosinkinase-Inhibitor (BTKi) und mit einem B-Zell-Lymphom-2-(BCL-2)-Inhibitor behandelt wurden und für die Idelalisib + Rituximab oder Bendamustin + Rituximab die geeignete individualisierte Therapie darstellt",Gering,Anhaltspunkt,"Individualisierte Therapie unter Auswahl von Idelalisib in Kombination mit Rituximab, Venetoclax in Kombination mit Rituximab und Bendamustin in Kombination mit Rituximab",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1199/
1257,2025-04-15-D-1181,Jaypirca,Lilly Deutschland GmbH,onkologische Erkrankungen,Hämatologie,chronische lymphatische Leukämie (CLL) (onkologische Erkrankungen),False,False,2252,Pirtobrutinib,2025-10-02,"b2) Erwachsene mit rezidivierter oder refraktärer chronischer lymphatischer Leukämie (CLL), die zuvor mit einem Bruton-Tyrosinkinase-Inhibitor (BTKi) und mit einem B-Zell-Lymphom-2-(BCL-2)-Inhibitor behandelt wurden und für die Venetoclax + Rituximab die geeignete individualisierte Therapie darstellt",Kein Zusatznutzen belegt,,"Individualisierte Therapie unter Auswahl von Idelalisib in Kombination mit Rituximab, Venetoclax in Kombination mit Rituximab und Bendamustin in Kombination mit Rituximab",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1199/
